1000 10 1
10
	0	51	1	74	2	35	3	96	4	80	5	18	6	42	7	82	8	11	9	84	
	0	85	1	23	2	72	3	72	4	54	5	97	6	88	7	45	8	20	9	16	
	0	24	1	48	2	30	3	91	4	29	5	33	6	27	7	72	8	50	9	49	
	0	83	1	15	2	28	3	92	4	12	5	40	6	27	7	73	8	30	9	33	
	0	20	1	63	2	72	3	11	4	94	5	51	6	37	7	24	8	94	9	11	
	0	30	1	46	2	95	3	20	4	63	5	93	6	63	7	69	8	71	9	26	
	0	58	1	98	2	86	3	72	4	67	5	73	6	55	7	56	8	73	9	54	
	0	84	1	38	2	37	3	78	4	48	5	55	6	71	7	38	8	80	9	46	
	0	81	1	55	2	81	3	33	4	40	5	12	6	88	7	37	8	54	9	25	
	0	34	1	15	2	12	3	73	4	22	5	72	6	59	7	47	8	33	9	60	
	0	80	1	56	2	72	3	77	4	83	5	88	6	67	7	77	8	73	9	30	
	0	79	1	71	2	67	3	59	4	28	5	15	6	47	7	27	8	65	9	30	
	0	64	1	57	2	19	3	11	4	71	5	47	6	34	7	66	8	53	9	93	
	0	45	1	46	2	34	3	66	4	70	5	62	6	18	7	67	8	16	9	39	
	0	58	1	61	2	41	3	61	4	36	5	38	6	51	7	88	8	86	9	10	
	0	19	1	27	2	66	3	91	4	66	5	41	6	74	7	68	8	74	9	92	
	0	11	1	99	2	82	3	87	4	14	5	68	6	52	7	96	8	65	9	79	
	0	63	1	66	2	82	3	17	4	44	5	26	6	87	7	92	8	61	9	93	
	0	42	1	81	2	89	3	41	4	24	5	16	6	81	7	15	8	31	9	13	
	0	64	1	95	2	37	3	42	4	76	5	94	6	47	7	93	8	12	9	71	
	0	29	1	18	2	21	3	86	4	20	5	63	6	62	7	65	8	75	9	49	
	0	87	1	98	2	17	3	71	4	98	5	72	6	24	7	88	8	13	9	90	
	0	14	1	31	2	94	3	62	4	98	5	96	6	25	7	24	8	73	9	42	
	0	53	1	34	2	23	3	14	4	35	5	74	6	40	7	53	8	32	9	14	
	0	100	1	47	2	82	3	57	4	99	5	32	6	47	7	23	8	58	9	94	
	0	10	1	52	2	87	3	36	4	63	5	81	6	10	7	55	8	38	9	70	
	0	31	1	95	2	34	3	39	4	86	5	14	6	53	7	21	8	61	9	35	
	0	10	1	91	2	90	3	75	4	45	5	84	6	37	7	72	8	96	9	67	
	0	46	1	43	2	32	3	60	4	48	5	69	6	50	7	54	8	34	9	87	
	0	76	1	17	2	93	3	59	4	100	5	49	6	96	7	71	8	48	9	91	
	0	16	1	86	2	78	3	17	4	85	5	62	6	99	7	90	8	80	9	98	
	0	85	1	86	2	21	3	34	4	32	5	82	6	46	7	81	8	81	9	88	
	0	84	1	79	2	26	3	43	4	99	5	21	6	62	7	18	8	38	9	12	
	0	95	1	13	2	19	3	63	4	31	5	85	6	91	7	98	8	52	9	55	
	0	90	1	22	2	38	3	70	4	63	5	56	6	65	7	61	8	18	9	98	
	0	95	1	94	2	35	3	68	4	58	5	73	6	44	7	76	8	26	9	10	
	0	42	1	36	2	18	3	37	4	97	5	78	6	84	7	25	8	69	9	45	
	0	68	1	30	2	82	3	89	4	24	5	66	6	60	7	79	8	100	9	82	
	0	63	1	54	2	42	3	28	4	49	5	13	6	66	7	51	8	54	9	62	
	0	22	1	20	2	24	3	37	4	27	5	15	6	91	7	65	8	74	9	93	
	0	88	1	10	2	99	3	100	4	95	5	46	6	44	7	83	8	34	9	34	
	0	45	1	96	2	20	3	31	4	35	5	28	6	89	7	61	8	12	9	34	
	0	28	1	28	2	53	3	45	4	48	5	70	6	57	7	98	8	28	9	94	
	0	82	1	69	2	100	3	91	4	89	5	60	6	49	7	23	8	39	9	72	
	0	53	1	50	2	36	3	42	4	29	5	32	6	21	7	83	8	100	9	96	
	0	87	1	77	2	28	3	21	4	38	5	68	6	54	7	91	8	53	9	55	
	0	16	1	89	2	66	3	74	4	83	5	23	6	82	7	81	8	18	9	34	
	0	41	1	52	2	45	3	20	4	100	5	95	6	13	7	76	8	81	9	53	
	0	21	1	75	2	99	3	24	4	70	5	17	6	62	7	21	8	41	9	41	
	0	47	1	41	2	72	3	61	4	39	5	41	6	34	7	87	8	27	9	67	
	0	67	1	74	2	95	3	45	4	96	5	19	6	50	7	93	8	18	9	62	
	0	20	1	79	2	62	3	28	4	89	5	54	6	28	7	30	8	44	9	77	
	0	72	1	86	2	30	3	55	4	83	5	73	6	88	7	42	8	50	9	74	
	0	58	1	80	2	45	3	43	4	82	5	22	6	96	7	32	8	93	9	38	
	0	74	1	60	2	15	3	48	4	11	5	26	6	20	7	11	8	50	9	95	
	0	50	1	54	2	90	3	34	4	74	5	95	6	41	7	80	8	17	9	94	
	0	99	1	38	2	49	3	59	4	90	5	86	6	85	7	18	8	98	9	31	
	0	89	1	94	2	65	3	85	4	32	5	90	6	65	7	90	8	26	9	33	
