1000 20 1
20
	0	42	1	55	2	43	3	10	4	27	5	71	6	33	7	88	8	71	9	56	10	86	11	98	12	46	13	94	14	25	15	83	16	32	17	94	18	66	19	34	
	0	55	1	91	2	24	3	73	4	89	5	30	6	27	7	45	8	74	9	29	10	44	11	35	12	95	13	44	14	51	15	26	16	47	17	17	18	16	19	77	
	0	64	1	51	2	16	3	56	4	84	5	25	6	68	7	25	8	84	9	77	10	27	11	31	12	81	13	46	14	37	15	61	16	68	17	60	18	79	19	77	
	0	28	1	28	2	12	3	59	4	71	5	12	6	36	7	66	8	39	9	20	10	35	11	46	12	35	13	97	14	11	15	91	16	100	17	89	18	33	19	61	
	0	43	1	75	2	75	3	58	4	76	5	47	6	50	7	69	8	88	9	39	10	60	11	26	12	97	13	24	14	20	15	41	16	64	17	83	18	92	19	20	
	0	99	1	64	2	45	3	65	4	94	5	41	6	82	7	46	8	93	9	67	10	52	11	29	12	19	13	94	14	57	15	98	16	45	17	24	18	91	19	73	
	0	75	1	54	2	71	3	13	4	81	5	62	6	10	7	91	8	81	9	14	10	27	11	90	12	15	13	35	14	78	15	90	16	65	17	21	18	73	19	56	
	0	47	1	99	2	37	3	28	4	33	5	76	6	86	7	32	8	90	9	100	10	47	11	93	12	30	13	13	14	57	15	100	16	46	17	41	18	16	19	91	
	0	38	1	92	2	81	3	15	4	15	5	95	6	54	7	33	8	85	9	17	10	59	11	53	12	27	13	36	14	51	15	71	16	26	17	99	18	75	19	44	
	0	100	1	27	2	20	3	79	4	43	5	28	6	44	7	90	8	86	9	12	10	54	11	80	12	56	13	12	14	27	15	94	16	80	17	95	18	39	19	54	
	0	74	1	36	2	86	3	83	4	86	5	92	6	92	7	81	8	42	9	47	10	65	11	54	12	78	13	48	14	29	15	74	16	35	17	54	18	53	19	79	
	0	91	1	48	2	68	3	85	4	13	5	36	6	29	7	21	8	36	9	76	10	59	11	21	12	67	13	11	14	18	15	73	16	10	17	100	18	55	19	22	
	0	13	1	50	2	73	3	71	4	19	5	65	6	64	7	24	8	20	9	50	10	86	11	35	12	68	13	10	14	78	15	53	16	58	17	86	18	64	19	45	
	0	56	1	59	2	27	3	70	4	99	5	17	6	61	7	93	8	85	9	65	10	55	11	80	12	25	13	94	14	78	15	74	16	68	17	48	18	13	19	75	
	0	54	1	29	2	20	3	74	4	74	5	25	6	55	7	68	8	20	9	70	10	65	11	85	12	54	13	57	14	91	15	61	16	28	17	75	18	76	19	91	
	0	28	1	59	2	54	3	29	4	13	5	79	6	36	7	43	8	41	9	99	10	80	11	19	12	70	13	59	14	28	15	50	16	14	17	46	18	47	19	53	
	0	27	1	44	2	31	3	86	4	96	5	68	6	92	7	23	8	97	9	23	10	56	11	90	12	94	13	19	14	94	15	34	16	93	17	92	18	38	19	60	
	0	60	1	60	2	41	3	17	4	36	5	78	6	40	7	83	8	33	9	17	10	76	11	12	12	96	13	87	14	71	15	10	16	18	17	48	18	49	19	26	
	0	62	1	64	2	67	3	18	4	99	5	19	6	73	7	98	8	16	9	37	10	86	11	98	12	75	13	96	14	20	15	62	16	55	17	21	18	85	19	49	
	0	80	1	95	2	98	3	80	4	97	5	71	6	54	7	58	8	13	9	15	10	29	11	100	12	49	13	50	14	42	15	50	16	51	17	49	18	15	19	91	
	0	81	1	88	2	39	3	31	4	13	5	12	6	39	7	20	8	26	9	94	10	81	11	91	12	14	13	91	14	26	15	81	16	51	17	19	18	17	19	33	
	0	84	1	41	2	13	3	61	4	43	5	69	6	56	7	31	8	29	9	82	10	70	11	64	12	88	13	92	14	85	15	44	16	79	17	56	18	99	19	78	
	0	58	1	80	2	49	3	45	4	32	5	83	6	94	7	55	8	93	9	17	10	59	11	43	12	19	13	59	14	15	15	42	16	55	17	72	18	24	19	93	
	0	74	1	60	2	80	3	56	4	18	5	10	6	18	7	28	8	59	9	22	10	57	11	18	12	34	13	90	14	11	15	21	16	82	17	38	18	63	19	92	
	0	24	1	96	2	87	3	19	4	92	5	84	6	52	7	59	8	15	9	67	10	66	11	75	12	85	13	62	14	98	15	70	16	12	17	90	18	95	19	17	
	0	77	1	56	2	28	3	24	4	73	5	84	6	61	7	82	8	35	9	51	10	48	11	17	12	70	13	12	14	21	15	29	16	37	17	33	18	20	19	14	
	0	99	1	28	2	77	3	85	4	50	5	57	6	65	7	98	8	14	9	39	10	98	11	97	12	24	13	58	14	14	15	82	16	24	17	67	18	93	19	88	
	0	29	1	68	2	22	3	94	4	72	5	17	6	23	7	40	8	67	9	85	10	46	11	27	12	61	13	87	14	100	15	43	16	49	17	42	18	12	19	56	
	0	18	1	54	2	85	3	65	4	15	5	83	6	12	7	76	8	87	9	94	10	56	11	99	12	88	13	24	14	34	15	77	16	65	17	55	18	36	19	72	
	0	75	1	23	2	65	3	100	4	84	5	27	6	24	7	25	8	17	9	49	10	85	11	97	12	30	13	59	14	23	15	23	16	35	17	24	18	67	19	22	
	0	50	1	87	2	46	3	51	4	66	5	23	6	21	7	61	8	22	9	35	10	88	11	15	12	13	13	44	14	39	15	22	16	100	17	52	18	24	19	98	
	0	63	1	81	2	84	3	84	4	83	5	48	6	88	7	37	8	67	9	55	10	11	11	54	12	55	13	98	14	49	15	65	16	43	17	58	18	37	19	14	
	0	73	1	22	2	99	3	78	4	17	5	20	6	83	7	52	8	38	9	91	10	19	11	92	12	96	13	56	14	86	15	52	16	26	17	37	18	77	19	61	
	0	61	1	37	2	40	3	32	4	27	5	73	6	35	7	41	8	55	9	56	10	14	11	22	12	57	13	98	14	28	15	11	16	100	17	68	18	16	19	21	
	0	72	1	65	2	41	3	94	4	75	5	46	6	77	7	69	8	40	9	85	10	63	11	86	12	40	13	61	14	93	15	19	16	76	17	95	18	43	19	61	
	0	48	1	41	2	54	3	11	4	12	5	65	6	97	7	23	8	38	9	22	10	45	11	70	12	71	13	97	14	60	15	89	16	48	17	63	18	19	19	40	
	0	50	1	31	2	68	3	64	4	84	5	56	6	39	7	58	8	95	9	38	10	58	11	10	12	22	13	85	14	53	15	58	16	65	17	54	18	78	19	32	
	0	61	1	68	2	88	3	13	4	80	5	77	6	28	7	67	8	40	9	83	10	32	11	100	12	68	13	35	14	62	15	54	16	68	17	45	18	24	19	16	
	0	57	1	18	2	93	3	40	4	98	5	83	6	82	7	95	8	54	9	61	10	19	11	24	12	50	13	69	14	57	15	85	16	45	17	62	18	52	19	52	
	0	12	1	84	2	34	3	60	4	89	5	100	6	94	7	77	8	44	9	83	10	37	11	37	12	10	13	78	14	67	15	92	16	20	17	51	18	59	19	76	
	0	91	1	75	2	57	3	95	4	83	5	83	6	75	7	21	8	25	9	73	10	26	11	73	12	45	13	38	14	49	15	86	16	20	17	87	18	64	19	60	
	0	90	1	22	2	91	3	42	4	21	5	24	6	33	7	91	8	22	9	85	10	28	11	41	12	68	13	93	14	61	15	20	16	26	17	11	18	49	19	43	
	0	81	1	13	2	89	3	47	4	33	5	59	6	45	7	44	8	56	9	31	10	16	11	54	12	55	13	56	14	58	15	26	16	87	17	58	18	53	19	63	
	0	33	1	72	2	71	3	99	4	18	5	34	6	78	7	67	8	52	9	50	10	50	11	57	12	79	13	93	14	79	15	82	16	45	17	54	18	57	19	34	
