500 30 1
30
	0	26	1	80	2	46	3	32	4	85	5	78	6	27	7	10	8	70	9	13	10	78	11	90	12	32	13	98	14	32	15	26	16	58	17	99	18	42	19	97	20	14	21	49	22	21	23	64	24	34	25	89	26	63	27	54	28	99	29	39	
	0	37	1	50	2	11	3	28	4	16	5	35	6	88	7	78	8	53	9	34	10	20	11	94	12	35	13	72	14	67	15	43	16	78	17	81	18	16	19	76	20	10	21	97	22	11	23	42	24	34	25	88	26	99	27	87	28	15	29	68	
	0	69	1	23	2	28	3	98	4	31	5	87	6	64	7	27	8	55	9	85	10	20	11	17	12	42	13	54	14	73	15	18	16	100	17	75	18	30	19	61	20	31	21	57	22	57	23	39	24	83	25	97	26	81	27	77	28	72	29	20	
	0	95	1	81	2	82	3	20	4	85	5	46	6	80	7	70	8	77	9	99	10	16	11	72	12	31	13	76	14	88	15	48	16	34	17	50	18	33	19	84	20	85	21	50	22	34	23	88	24	44	25	84	26	33	27	12	28	64	29	31	
	0	60	1	54	2	72	3	72	4	86	5	63	6	15	7	82	8	32	9	54	10	41	11	99	12	21	13	90	14	85	15	43	16	64	17	84	18	49	19	50	20	44	21	23	22	22	23	57	24	50	25	91	26	99	27	12	28	55	29	96	
	0	21	1	62	2	27	3	25	4	35	5	83	6	63	7	70	8	48	9	66	10	55	11	74	12	68	13	63	14	18	15	93	16	53	17	64	18	45	19	37	20	83	21	15	22	69	23	56	24	11	25	36	26	45	27	44	28	26	29	62	
	0	40	1	65	2	24	3	21	4	84	5	92	6	10	7	33	8	95	9	28	10	53	11	12	12	51	13	93	14	40	15	32	16	93	17	82	18	81	19	15	20	18	21	59	22	93	23	16	24	70	25	87	26	30	27	61	28	55	29	86	
	0	31	1	21	2	88	3	63	4	46	5	85	6	86	7	89	8	93	9	57	10	10	11	51	12	30	13	41	14	98	15	18	16	52	17	73	18	30	19	60	20	60	21	20	22	15	23	94	24	37	25	30	26	53	27	85	28	49	29	42	
	0	22	1	70	2	81	3	12	4	36	5	49	6	35	7	69	8	16	9	98	10	72	11	62	12	27	13	89	14	73	15	40	16	94	17	44	18	13	19	91	20	58	21	38	22	25	23	10	24	72	25	20	26	17	27	12	28	53	29	77	
	0	97	1	48	2	83	3	97	4	89	5	14	6	94	7	81	8	91	9	19	10	68	11	53	12	32	13	80	14	72	15	76	16	49	17	84	18	93	19	56	20	82	21	56	22	91	23	13	24	65	25	32	26	29	27	19	28	67	29	56	
	0	12	1	94	2	85	3	57	4	43	5	14	6	37	7	35	8	70	9	87	10	34	11	76	12	78	13	59	14	28	15	91	16	31	17	59	18	14	19	78	20	48	21	41	22	50	23	100	24	54	25	89	26	20	27	60	28	61	29	64	
	0	81	1	55	2	67	3	26	4	11	5	68	6	91	7	99	8	46	9	14	10	11	11	19	12	59	13	13	14	46	15	14	16	55	17	99	18	85	19	67	20	90	21	19	22	41	23	23	24	18	25	22	26	98	27	100	28	74	29	46	
	0	39	1	32	2	10	3	34	4	82	5	56	6	74	7	74	8	89	9	43	10	21	11	11	12	100	13	18	14	19	15	86	16	37	17	97	18	66	19	74	20	78	21	26	22	27	23	49	24	28	25	29	26	90	27	16	28	24	29	64	
	0	42	1	61	2	26	3	97	4	57	5	23	6	77	7	78	8	20	9	20	10	13	11	17	12	38	13	55	14	46	15	41	16	30	17	88	18	78	19	95	20	12	21	11	22	75	23	93	24	79	25	61	26	26	27	49	28	64	29	34	
	0	27	1	10	2	75	3	81	4	16	5	26	6	96	7	43	8	93	9	14	10	32	11	97	12	89	13	95	14	11	15	76	16	76	17	61	18	29	19	53	20	26	21	57	22	25	23	81	24	79	25	66	26	97	27	33	28	96	29	19	
	0	77	1	37	2	54	3	21	4	31	5	83	6	33	7	60	8	24	9	49	10	43	11	42	12	97	13	60	14	34	15	95	16	44	17	31	18	16	19	46	20	63	21	42	22	79	23	64	24	37	25	15	26	67	27	24	28	77	29	95	
	0	77	1	33	2	55	3	19	4	30	5	74	6	82	7	66	8	61	9	90	10	21	11	78	12	83	13	13	14	16	15	74	16	19	17	59	18	37	19	34	20	71	21	91	22	77	23	17	24	35	25	54	26	93	27	51	28	68	29	60	
	0	66	1	49	2	35	3	29	4	89	5	14	6	52	7	76	8	47	9	54	10	92	11	38	12	77	13	83	14	78	15	100	16	59	17	34	18	73	19	65	20	67	21	60	22	86	23	93	24	12	25	46	26	63	27	61	28	93	29	19	
	0	89	1	55	2	41	3	39	4	70	5	54	6	75	7	57	8	80	9	99	10	65	11	64	12	27	13	89	14	44	15	79	16	23	17	23	18	84	19	23	20	43	21	18	22	56	23	79	24	97	25	41	26	64	27	89	28	10	29	32	
	0	33	1	88	2	61	3	92	4	59	5	57	6	99	7	20	8	75	9	65	10	28	11	49	12	36	13	60	14	35	15	70	16	76	17	83	18	62	19	57	20	79	21	28	22	45	23	36	24	92	25	70	26	11	27	49	28	23	29	67	
	0	43	1	31	2	74	3	95	4	76	5	87	6	29	7	100	8	86	9	17	10	38	11	92	12	92	13	21	14	67	15	60	16	55	17	41	18	88	19	77	20	25	21	78	22	57	23	30	24	95	25	62	26	35	27	95	28	84	29	11	
	0	33	1	47	2	47	3	44	4	89	5	19	6	35	7	58	8	72	9	69	10	11	11	46	12	99	13	67	14	33	15	69	16	95	17	71	18	24	19	34	20	67	21	56	22	52	23	90	24	16	25	65	26	83	27	18	28	44	29	24	
	0	28	1	48	2	20	3	89	4	21	5	36	6	64	7	13	8	52	9	59	10	80	11	48	12	73	13	48	14	69	15	17	16	93	17	11	18	35	19	50	20	54	21	13	22	46	23	10	24	27	25	97	26	66	27	14	28	70	29	45	
	0	29	1	68	2	87	3	33	4	58	5	32	6	59	7	83	8	38	9	56	10	81	11	87	12	62	13	46	14	17	15	39	16	80	17	58	18	62	19	50	20	12	21	16	22	64	23	64	24	68	25	37	26	15	27	71	28	78	29	44	
	0	81	1	75	2	12	3	100	4	74	5	32	6	44	7	50	8	96	9	100	10	17	11	55	12	77	13	19	14	41	15	52	16	99	17	48	18	17	19	80	20	20	21	78	22	62	23	59	24	22	25	68	26	34	27	35	28	25	29	73	
	0	82	1	71	2	30	3	99	4	41	5	40	6	53	7	71	8	79	9	64	10	57	11	19	12	36	13	64	14	83	15	38	16	91	17	66	18	88	19	54	20	42	21	72	22	29	23	96	24	74	25	44	26	94	27	50	28	58	29	92	
	0	60	1	100	2	55	3	25	4	17	5	73	6	62	7	34	8	84	9	20	10	94	11	98	12	37	13	20	14	40	15	85	16	39	17	78	18	63	19	50	20	65	21	77	22	63	23	33	24	42	25	35	26	75	27	21	28	11	29	10	
	0	59	1	93	2	25	3	12	4	27	5	23	6	92	7	38	8	75	9	37	10	58	11	29	12	99	13	58	14	97	15	20	16	92	17	61	18	86	19	90	20	26	21	100	22	94	23	45	24	31	25	73	26	37	27	47	28	45	29	29	
	0	76	1	23	2	77	3	98	4	77	5	75	6	47	7	72	8	31	9	41	10	80	11	68	12	56	13	58	14	21	15	80	16	84	17	36	18	100	19	10	20	64	21	29	22	71	23	45	24	91	25	41	26	25	27	95	28	30	29	99	
	0	92	1	21	2	88	3	45	4	91	5	39	6	23	7	89	8	70	9	100	10	47	11	96	12	38	13	26	14	83	15	99	16	12	17	34	18	21	19	70	20	70	21	42	22	33	23	64	24	34	25	31	26	70	27	55	28	87	29	33	
	0	92	1	93	2	54	3	40	4	25	5	98	6	69	7	87	8	64	9	91	10	81	11	95	12	86	13	82	14	95	15	90	16	30	17	48	18	49	19	37	20	86	21	75	22	64	23	62	24	78	25	53	26	48	27	20	28	33	29	16	
