1000 40 1
40
	0	42	1	92	2	52	3	56	4	87	5	93	6	43	7	78	8	25	9	61	10	44	11	87	12	97	13	28	14	41	15	42	16	13	17	55	18	10	19	61	20	64	21	84	22	78	23	27	24	42	25	74	26	22	27	87	28	80	29	21	30	85	31	35	32	70	33	73	34	46	35	69	36	47	37	80	38	59	39	86	
	0	65	1	26	2	23	3	12	4	88	5	38	6	78	7	85	8	42	9	63	10	70	11	74	12	68	13	60	14	60	15	70	16	97	17	71	18	34	19	19	20	36	21	18	22	30	23	18	24	37	25	23	26	91	27	19	28	39	29	67	30	75	31	18	32	87	33	89	34	50	35	63	36	29	37	31	38	43	39	10	
	0	84	1	94	2	11	3	72	4	29	5	73	6	46	7	79	8	77	9	52	10	83	11	77	12	15	13	72	14	63	15	21	16	11	17	43	18	93	19	90	20	82	21	36	22	14	23	23	24	55	25	96	26	95	27	72	28	48	29	10	30	49	31	18	32	85	33	46	34	32	35	26	36	80	37	86	38	68	39	49	
	0	99	1	25	2	57	3	24	4	42	5	82	6	32	7	33	8	47	9	45	10	71	11	19	12	77	13	61	14	21	15	92	16	19	17	57	18	83	19	94	20	13	21	50	22	98	23	55	24	22	25	99	26	65	27	40	28	19	29	42	30	32	31	43	32	97	33	28	34	68	35	46	36	52	37	65	38	80	39	68	
	0	33	1	47	2	95	3	24	4	100	5	89	6	39	7	64	8	22	9	56	10	66	11	21	12	97	13	28	14	52	15	99	16	18	17	27	18	60	19	38	20	82	21	97	22	100	23	75	24	61	25	97	26	11	27	68	28	34	29	73	30	38	31	68	32	47	33	66	34	93	35	91	36	98	37	44	38	62	39	43	
	0	47	1	28	2	82	3	27	4	90	5	13	6	13	7	39	8	88	9	27	10	76	11	81	12	76	13	68	14	72	15	22	16	23	17	93	18	57	19	10	20	50	21	13	22	64	23	38	24	78	25	27	26	93	27	91	28	30	29	85	30	22	31	16	32	49	33	37	34	91	35	41	36	100	37	71	38	34	39	48	
	0	88	1	44	2	19	3	83	4	61	5	65	6	11	7	83	8	97	9	66	10	38	11	59	12	40	13	13	14	99	15	68	16	66	17	96	18	60	19	58	20	70	21	71	22	73	23	18	24	85	25	56	26	89	27	83	28	91	29	11	30	65	31	28	32	57	33	57	34	68	35	85	36	79	37	96	38	59	39	20	
	0	26	1	16	2	87	3	51	4	70	5	22	6	93	7	63	8	26	9	69	10	78	11	97	12	50	13	35	14	66	15	11	16	25	17	77	18	88	19	77	20	15	21	56	22	93	23	79	24	86	25	26	26	48	27	71	28	46	29	57	30	15	31	90	32	41	33	91	34	45	35	50	36	59	37	65	38	11	39	46	
	0	18	1	28	2	23	3	87	4	84	5	21	6	58	7	43	8	42	9	66	10	51	11	59	12	36	13	65	14	28	15	55	16	24	17	36	18	43	19	24	20	31	21	38	22	52	23	22	24	87	25	94	26	71	27	45	28	72	29	98	30	12	31	10	32	94	33	61	34	11	35	76	36	51	37	45	38	65	39	91	
	0	98	1	21	2	45	3	44	4	57	5	82	6	32	7	87	8	13	9	56	10	32	11	36	12	85	13	59	14	92	15	24	16	73	17	66	18	64	19	94	20	91	21	80	22	81	23	48	24	95	25	54	26	75	27	95	28	83	29	89	30	75	31	30	32	46	33	17	34	45	35	48	36	11	37	11	38	25	39	88	
	0	44	1	48	2	12	3	38	4	38	5	13	6	20	7	68	8	90	9	84	10	41	11	34	12	14	13	99	14	10	15	21	16	55	17	45	18	91	19	93	20	22	21	91	22	26	23	65	24	97	25	38	26	35	27	46	28	25	29	58	30	57	31	62	32	19	33	40	34	20	35	70	36	16	37	29	38	70	39	32	
	0	50	1	63	2	53	3	55	4	71	5	97	6	39	7	23	8	21	9	32	10	30	11	18	12	66	13	82	14	90	15	10	16	59	17	98	18	20	19	70	20	11	21	68	22	83	23	82	24	59	25	79	26	76	27	97	28	34	29	16	30	69	31	11	32	83	33	64	34	59	35	41	36	47	37	50	38	61	39	97	
	0	99	1	13	2	37	3	63	4	54	5	23	6	73	7	10	8	83	9	18	10	12	11	10	12	54	13	65	14	53	15	91	16	79	17	37	18	62	19	20	20	38	21	27	22	53	23	16	24	30	25	61	26	48	27	49	28	46	29	17	30	51	31	93	32	23	33	63	34	83	35	32	36	18	37	99	38	24	39	54	
	0	31	1	27	2	30	3	59	4	69	5	18	6	93	7	10	8	71	9	59	10	39	11	81	12	62	13	61	14	30	15	62	16	25	17	84	18	33	19	85	20	56	21	67	22	94	23	12	24	80	25	100	26	89	27	69	28	42	29	42	30	62	31	33	32	94	33	17	34	23	35	29	36	47	37	11	38	57	39	33	
	0	88	1	65	2	55	3	56	4	19	5	90	6	59	7	84	8	46	9	46	10	38	11	28	12	41	13	53	14	38	15	82	16	87	17	84	18	16	19	13	20	97	21	20	22	71	23	80	24	51	25	89	26	56	27	76	28	28	29	21	30	68	31	48	32	24	33	59	34	62	35	82	36	67	37	41	38	26	39	24	
	0	66	1	49	2	20	3	20	4	85	5	24	6	79	7	32	8	98	9	30	10	30	11	45	12	59	13	43	14	56	15	13	16	48	17	89	18	66	19	33	20	86	21	91	22	96	23	38	24	75	25	93	26	37	27	67	28	65	29	99	30	24	31	92	32	95	33	83	34	23	35	45	36	25	37	98	38	85	39	55	
