1000 40 1
40
	0	82	1	37	2	97	3	40	4	69	5	98	6	52	7	74	8	93	9	70	10	93	11	69	12	70	13	48	14	80	15	68	16	67	17	11	18	79	19	37	20	87	21	80	22	51	23	15	24	92	25	85	26	52	27	90	28	94	29	14	30	24	31	47	32	37	33	14	34	89	35	64	36	96	37	92	38	54	39	83	
	0	13	1	47	2	90	3	75	4	36	5	84	6	28	7	30	8	39	9	97	10	26	11	75	12	27	13	20	14	100	15	17	16	81	17	98	18	79	19	97	20	69	21	55	22	36	23	92	24	51	25	63	26	54	27	58	28	88	29	93	30	46	31	63	32	50	33	95	34	20	35	69	36	26	37	55	38	58	39	76	
	0	71	1	88	2	52	3	38	4	53	5	85	6	46	7	77	8	33	9	93	10	19	11	50	12	38	13	38	14	38	15	11	16	91	17	61	18	82	19	77	20	83	21	81	22	35	23	98	24	46	25	98	26	39	27	13	28	73	29	22	30	65	31	52	32	63	33	58	34	42	35	96	36	97	37	24	38	28	39	99	
	0	12	1	54	2	69	3	12	4	76	5	57	6	67	7	72	8	87	9	37	10	95	11	94	12	71	13	93	14	24	15	77	16	22	17	42	18	72	19	100	20	94	21	68	22	24	23	92	24	15	25	81	26	46	27	34	28	33	29	42	30	54	31	95	32	73	33	32	34	95	35	71	36	25	37	50	38	97	39	86	
	0	30	1	14	2	22	3	30	4	40	5	68	6	22	7	91	8	29	9	35	10	83	11	54	12	43	13	71	14	91	15	35	16	76	17	47	18	52	19	58	20	41	21	91	22	47	23	88	24	80	25	16	26	54	27	63	28	52	29	97	30	77	31	51	32	35	33	13	34	77	35	12	36	11	37	45	38	83	39	68	
	0	56	1	77	2	91	3	87	4	51	5	23	6	71	7	75	8	16	9	26	10	38	11	66	12	41	13	78	14	19	15	96	16	82	17	33	18	70	19	73	20	76	21	37	22	19	23	88	24	55	25	86	26	76	27	78	28	42	29	78	30	49	31	72	32	15	33	84	34	85	35	83	36	29	37	74	38	60	39	93	
	0	29	1	51	2	59	3	15	4	83	5	88	6	17	7	10	8	66	9	27	10	76	11	11	12	52	13	53	14	92	15	46	16	88	17	46	18	56	19	32	20	36	21	29	22	40	23	10	24	47	25	87	26	79	27	59	28	51	29	64	30	74	31	37	32	35	33	21	34	31	35	27	36	47	37	45	38	13	39	96	
	0	34	1	29	2	89	3	56	4	66	5	38	6	28	7	86	8	21	9	63	10	74	11	29	12	85	13	52	14	57	15	100	16	15	17	36	18	79	19	11	20	67	21	35	22	91	23	53	24	32	25	32	26	93	27	13	28	94	29	15	30	49	31	37	32	57	33	75	34	31	35	21	36	79	37	11	38	24	39	16	
	0	84	1	47	2	98	3	41	4	22	5	97	6	74	7	51	8	49	9	52	10	31	11	54	12	49	13	32	14	74	15	68	16	61	17	64	18	74	19	13	20	64	21	87	22	59	23	77	24	66	25	10	26	63	27	52	28	83	29	83	30	79	31	25	32	96	33	49	34	51	35	30	36	60	37	42	38	91	39	18	
	0	92	1	85	2	92	3	56	4	100	5	62	6	28	7	93	8	44	9	35	10	68	11	59	12	70	13	43	14	42	15	83	16	29	17	47	18	71	19	95	20	29	21	39	22	82	23	96	24	32	25	31	26	10	27	79	28	51	29	73	30	35	31	75	32	49	33	34	34	20	35	65	36	16	37	24	38	23	39	87	
