1000 50 1
50
	0	67	1	32	2	51	3	51	4	66	5	59	6	92	7	90	8	48	9	22	10	95	11	67	12	15	13	27	14	88	15	88	16	54	17	72	18	69	19	68	20	95	21	24	22	71	23	51	24	53	25	85	26	43	27	54	28	90	29	94	30	70	31	83	32	17	33	56	34	67	35	48	36	59	37	55	38	75	39	44	40	90	41	59	42	83	43	97	44	78	45	89	46	67	47	27	48	38	49	78	
	0	86	1	66	2	41	3	33	4	69	5	46	6	20	7	60	8	52	9	29	10	90	11	65	12	67	13	51	14	63	15	12	16	42	17	11	18	15	19	75	20	89	21	90	22	73	23	89	24	28	25	62	26	42	27	96	28	13	29	92	30	20	31	39	32	90	33	94	34	76	35	48	36	92	37	73	38	75	39	24	40	56	41	50	42	46	43	38	44	37	45	45	46	54	47	83	48	81	49	100	
	0	89	1	17	2	66	3	56	4	22	5	29	6	91	7	71	8	97	9	74	10	53	11	16	12	68	13	21	14	82	15	81	16	48	17	54	18	40	19	44	20	12	21	48	22	30	23	31	24	59	25	35	26	65	27	43	28	19	29	48	30	46	31	86	32	76	33	60	34	26	35	51	36	79	37	69	38	35	39	22	40	39	41	17	42	66	43	12	44	39	45	23	46	63	47	76	48	27	49	88	
	0	65	1	88	2	87	3	86	4	93	5	94	6	63	7	38	8	50	9	35	10	84	11	29	12	80	13	60	14	48	15	92	16	17	17	90	18	77	19	76	20	71	21	55	22	17	23	29	24	95	25	87	26	55	27	100	28	80	29	40	30	40	31	40	32	57	33	67	34	43	35	40	36	50	37	30	38	17	39	65	40	82	41	48	42	53	43	77	44	53	45	64	46	30	47	16	48	95	49	90	
	0	59	1	96	2	60	3	81	4	98	5	100	6	87	7	35	8	70	9	37	10	47	11	92	12	80	13	45	14	10	15	91	16	40	17	76	18	47	19	61	20	78	21	81	22	43	23	85	24	84	25	64	26	51	27	83	28	56	29	48	30	83	31	37	32	31	33	72	34	72	35	80	36	44	37	39	38	99	39	29	40	35	41	82	42	63	43	43	44	77	45	77	46	67	47	67	48	21	49	95	
	0	67	1	100	2	70	3	40	4	47	5	53	6	47	7	30	8	20	9	67	10	19	11	85	12	37	13	37	14	21	15	76	16	22	17	53	18	47	19	73	20	96	21	97	22	24	23	63	24	19	25	14	26	62	27	12	28	77	29	32	30	98	31	80	32	95	33	54	34	85	35	45	36	100	37	96	38	60	39	13	40	19	41	75	42	47	43	20	44	31	45	93	46	66	47	72	48	17	49	14	
	0	79	1	42	2	34	3	34	4	26	5	100	6	86	7	90	8	62	9	90	10	32	11	64	12	100	13	52	14	74	15	25	16	59	17	60	18	72	19	96	20	78	21	11	22	18	23	52	24	15	25	68	26	29	27	56	28	96	29	22	30	35	31	93	32	82	33	83	34	45	35	81	36	75	37	41	38	82	39	66	40	12	41	72	42	90	43	98	44	36	45	92	46	37	47	98	48	68	49	18	
	0	55	1	51	2	99	3	49	4	19	5	59	6	66	7	19	8	39	9	20	10	43	11	29	12	61	13	19	14	41	15	27	16	46	17	49	18	17	19	20	20	44	21	32	22	79	23	71	24	61	25	23	26	18	27	11	28	44	29	27	30	25	31	58	32	52	33	100	34	100	35	79	36	83	37	16	38	44	39	65	40	15	41	32	42	14	43	38	44	90	45	52	46	33	47	95	48	19	49	98	
	0	50	1	57	2	92	3	43	4	92	5	74	6	56	7	39	8	24	9	41	10	45	11	57	12	26	13	68	14	66	15	60	16	100	17	98	18	31	19	18	20	77	21	88	22	17	23	55	24	67	25	35	26	100	27	68	28	53	29	12	30	84	31	79	32	21	33	23	34	50	35	14	36	59	37	72	38	20	39	37	40	100	41	34	42	75	43	99	44	72	45	10	46	87	47	39	48	88	49	84	
	0	29	1	86	2	43	3	24	4	43	5	80	6	67	7	37	8	84	9	55	10	17	11	36	12	61	13	81	14	44	15	28	16	66	17	22	18	53	19	73	20	65	21	55	22	12	23	29	24	85	25	12	26	97	27	46	28	42	29	58	30	15	31	36	32	64	33	92	34	89	35	73	36	80	37	86	38	91	39	34	40	73	41	82	42	82	43	79	44	66	45	44	46	38	47	99	48	70	49	10	
	0	55	1	68	2	88	3	11	4	87	5	33	6	70	7	88	8	89	9	98	10	59	11	40	12	34	13	31	14	51	15	46	16	60	17	40	18	45	19	99	20	100	21	81	22	96	23	84	24	27	25	53	26	58	27	18	28	30	29	85	30	91	31	64	32	14	33	15	34	23	35	67	36	26	37	59	38	23	39	40	40	62	41	79	42	26	43	43	44	43	45	64	46	85	47	46	48	80	49	26	
