1000 10 1
10
	0	49	1	37	2	80	3	59	4	97	5	66	6	32	7	31	8	33	9	76	
	0	37	1	40	2	98	3	90	4	16	5	72	6	33	7	53	8	41	9	41	
	0	39	1	51	2	19	3	11	4	69	5	21	6	87	7	68	8	91	9	55	
	0	54	1	93	2	60	3	22	4	59	5	44	6	68	7	25	8	88	9	37	
	0	17	1	80	2	97	3	92	4	54	5	41	6	88	7	41	8	98	9	67	
	0	73	1	100	2	81	3	96	4	24	5	56	6	80	7	41	8	25	9	40	
	0	26	1	60	2	27	3	51	4	54	5	86	6	54	7	70	8	60	9	29	
	0	21	1	83	2	19	3	71	4	25	5	48	6	73	7	52	8	66	9	35	
	0	93	1	23	2	41	3	68	4	15	5	92	6	89	7	38	8	97	9	39	
	0	99	1	41	2	27	3	17	4	11	5	83	6	32	7	30	8	43	9	74	
	0	80	1	10	2	50	3	94	4	91	5	85	6	31	7	81	8	12	9	17	
	0	64	1	90	2	34	3	48	4	19	5	35	6	83	7	88	8	50	9	33	
	0	98	1	81	2	45	3	22	4	38	5	19	6	91	7	28	8	14	9	11	
	0	20	1	61	2	78	3	33	4	14	5	78	6	14	7	83	8	28	9	34	
	0	69	1	42	2	25	3	23	4	42	5	55	6	69	7	95	8	73	9	11	
	0	89	1	65	2	54	3	86	4	38	5	69	6	11	7	82	8	21	9	75	
	0	69	1	40	2	65	3	26	4	75	5	90	6	70	7	68	8	22	9	99	
	0	47	1	71	2	83	3	10	4	95	5	89	6	28	7	34	8	68	9	37	
	0	84	1	86	2	52	3	29	4	97	5	61	6	76	7	58	8	12	9	79	
	0	24	1	76	2	85	3	57	4	93	5	81	6	96	7	93	8	81	9	47	
	0	56	1	61	2	11	3	81	4	58	5	54	6	94	7	84	8	55	9	49	
	0	33	1	21	2	14	3	60	4	61	5	36	6	57	7	56	8	36	9	82	
	0	80	1	62	2	84	3	11	4	83	5	38	6	78	7	38	8	60	9	48	
	0	64	1	68	2	93	3	20	4	94	5	68	6	19	7	49	8	98	9	59	
	0	32	1	41	2	80	3	35	4	78	5	99	6	42	7	95	8	88	9	43	
	0	64	1	10	2	39	3	88	4	71	5	11	6	43	7	15	8	41	9	97	
	0	66	1	47	2	66	3	46	4	34	5	73	6	25	7	46	8	48	9	20	
	0	37	1	83	2	20	3	21	4	83	5	15	6	33	7	31	8	50	9	83	
	0	91	1	29	2	31	3	56	4	14	5	91	6	23	7	86	8	38	9	92	
	0	79	1	86	2	57	3	41	4	17	5	50	6	16	7	22	8	56	9	13	
	0	54	1	71	2	81	3	44	4	49	5	57	6	53	7	58	8	87	9	13	
	0	50	1	47	2	95	3	14	4	99	5	19	6	27	7	45	8	13	9	26	
	0	17	1	61	2	80	3	90	4	15	5	35	6	10	7	46	8	30	9	27	
	0	77	1	17	2	98	3	95	4	77	5	71	6	55	7	15	8	20	9	65	
	0	58	1	65	2	32	3	14	4	85	5	85	6	74	7	53	8	99	9	21	
	0	29	1	24	2	32	3	79	4	17	5	27	6	88	7	24	8	92	9	84	
	0	10	1	99	2	63	3	26	4	53	5	43	6	50	7	55	8	93	9	65	
	0	31	1	99	2	96	3	13	4	73	5	97	6	68	7	99	8	92	9	26	
	0	87	1	59	2	79	3	72	4	20	5	91	6	76	7	66	8	31	9	77	
	0	26	1	67	2	22	3	58	4	53	5	51	6	50	7	53	8	38	9	93	
	0	73	1	62	2	59	3	99	4	50	5	69	6	52	7	55	8	98	9	74	
	0	28	1	14	2	46	3	16	4	69	5	11	6	10	7	80	8	40	9	64	
	0	21	1	96	2	67	3	57	4	20	5	100	6	58	7	95	8	16	9	56	
	0	55	1	23	2	55	3	72	4	91	5	40	6	45	7	61	8	61	9	94	
	0	70	1	89	2	20	3	54	4	88	5	28	6	22	7	75	8	66	9	50	
	0	42	1	16	2	18	3	38	4	100	5	47	6	53	7	80	8	15	9	25	
	0	14	1	98	2	18	3	13	4	39	5	20	6	42	7	87	8	89	9	69	
	0	97	1	27	2	12	3	94	4	20	5	54	6	94	7	41	8	100	9	71	
	0	98	1	19	2	72	3	25	4	62	5	85	6	22	7	56	8	67	9	33	
	0	84	1	84	2	74	3	24	4	56	5	79	6	89	7	73	8	52	9	54	
	0	34	1	31	2	63	3	10	4	92	5	45	6	84	7	49	8	42	9	73	
	0	72	1	99	2	89	3	89	4	20	5	56	6	12	7	60	8	28	9	38	
	0	50	1	26	2	81	3	14	4	34	5	79	6	30	7	42	8	13	9	74	
	0	51	1	75	2	94	3	69	4	20	5	33	6	78	7	86	8	26	9	51	
	0	47	1	76	2	12	3	39	4	70	5	71	6	50	7	39	8	56	9	26	
	0	81	1	32	2	52	3	83	4	22	5	58	6	21	7	19	8	91	9	77	
